;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;389;389;0;100;0.988195349;4.592009246;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AVG;Precision;For;Other;Labels;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AdjustHair;AdjustingCloth;BeingApathetic;BeingSad;BrushHair;Clapping;DanceSeqA;DanceSeqB;DanceSeqC;DanceSeqE;DressUndress;Drinking;FastWalk;Idle;JumpingJacks;LieDownGetUpSitting;LieDownGetUpStanding;LotionOnArms;LotionOnFace;LyingIdle;OpenHeartWalking;RollingOnFloor;RunningFingersHead;SitDownGetUp;SittingArmsDown;SittingCrossedArms;SlowWalk;Streatch;StrockingChinOther;TurningSlowly;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.45E-08;9.99E-08;1.49E-05;2.30E-07;1.34E-06;2.36E-07;9.00E-07;0.008266632;4.50E-07;1.50E-05;0.000105725;1.90E-09;0.000208383;0.000373471;0.00097799;3.80E-10;1.49E-08;1.12E-05;5.84E-07;5.66E-10;2.64E-08;3.13E-09;9.80E-08;3.83E-06;3.37E-08;2.86E-07;0.001807378;5.78E-08;1.44E-09;1.58E-05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TOTAL;MODEL;PERFORMANCE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;450.7096774;383.7741935;66.93548387;84.58808537;0.843965684;67.74013921;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date
CNNLSTM;31;AdjustHair;20 min;200;400;30;31-10-2020


;;STATS;FOR;AdjustHair

#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss
447;413;34;92.39373601789708;0.914781730729874;38.0925663637463

;;AVG;Precision;For;Other;Labels
AdjustingCloth;BeingApathetic;BeingSad;BrushHair;Clapping;DanceSeqA;DanceSeqB;DanceSeqC;DanceSeqE;DressUndress;Drinking;FastWalk;Idle;JumpingJacks;LotionOnArms;LotionOnFace;LyingIdle;OpenHeartWalking;RollingOnFloor;RunningFingersHead;SittingArmsDown;SittingCrossedArms;SlowWalk;Streatch;StrockingChinOther;TurningSlowly;WalkingBackwards
4.5559302485785154e-20;1.3802049439116873e-12;3.149819592524302e-05;7.105159419325872e-09;5.330283892689451e-06;9.989394162724663e-07;6.358365516659594e-23;3.3641030368185995e-18;5.208448778546784e-06;5.867202400624551e-12;0.04212293243639888;2.7659473239503416e-18;3.6589833534012155e-14;1.3421459752645894e-11;1.4419598199606832e-09;0.03572983263590179;4.82801739981371e-14;0.00024273448333521266;5.430691867295339e-14;0.006563460253043256;2.9408719971308834e-12;1.8758361140336327e-07;5.58709693924791e-20;2.0342352379423557e-06;0.0005140789298576731;5.979574484486787e-17;2.0247256093317805e-16




Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date
CNNLSTM;31;AdjustingCloth;20 min;200;400;30;31-10-2020


;;STATS;FOR;AdjustingCloth

#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss
464;464;0;100.0;0.9924162320535759;3.518868327140808

;;AVG;Precision;For;Other;Labels
AdjustHair;BeingApathetic;BeingSad;BrushHair;Clapping;DanceSeqA;DanceSeqB;DanceSeqC;DanceSeqE;DressUndress;Drinking;FastWalk;Idle;JumpingJacks;LotionOnArms;LotionOnFace;LyingIdle;OpenHeartWalking;RollingOnFloor;RunningFingersHead;SittingArmsDown;SittingCrossedArms;SlowWalk;Streatch;StrockingChinOther;TurningSlowly;WalkingBackwards
1.793687876679811e-16;1.4455309805854726e-07;4.37922967930694e-07;3.5412543355560725e-08;9.4487867457022e-19;5.99387068510364e-15;0.0014144305871390127;0.0007249490612092154;1.2810959729963796e-09;4.184924513349964e-05;8.67152606052281e-14;7.056439982525046e-08;1.132770768987571e-13;1.409531095939579e-11;5.479712442657657e-17;9.554933703473055e-16;0.0030085384771217803;2.2916063390568155e-16;0.0023933096330563722;9.651215203076386e-19;1.872747744510776e-13;1.1081857110984628e-07;5.935501189445325e-09;1.8229024513871192e-14;1.608340565527722e-09;3.2315010737946165e-09;4.813019333074322e-13




Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date
CNNLSTM;31;BeingApathetic;20 min;200;400;30;31-10-2020


;;STATS;FOR;BeingApathetic

#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss
453;0;453;0;0.07436548053594327;419.3124373172177

;;AVG;Precision;For;Other;Labels
AdjustHair;AdjustingCloth;BeingSad;BrushHair;Clapping;DanceSeqA;DanceSeqB;DanceSeqC;DanceSeqE;DressUndress;Drinking;FastWalk;Idle;JumpingJacks;LotionOnArms;LotionOnFace;LyingIdle;OpenHeartWalking;RollingOnFloor;RunningFingersHead;SittingArmsDown;SittingCrossedArms;SlowWalk;Streatch;StrockingChinOther;TurningSlowly;WalkingBackwards
8.526901744971917e-07;5.849727110054293e-06;0.9139187750437402;5.350942549410478e-08;4.70302815160485e-11;0.0003864533129880856;1.1764955489764772e-06;3.189477874941931e-08;4.591602361998667e-05;0.004297142802371703;0.00023266752127379514;0.0003188463363482072;1.097793310144031e-09;3.0656645020819305e-11;3.1059389312127004e-08;0.00032649495941895176;0.00206102059720928;3.712510912163597e-11;3.630483814091674e-06;1.7409168069757025e-07;0.0008625290232258757;0.0005444005813316501;1.2441613759842702e-07;0.0025317837976890144;9.550740042732185e-05;1.6195145148296067e-09;1.1157292777268997e-06




Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date
CNNLSTM;31;BeingSad;20 min;200;400;30;31-10-2020


;;STATS;FOR;BeingSad

#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss
490;335;155;68.36734693877551;0.6610924028335441;166.0647226115634

;;AVG;Precision;For;Other;Labels
AdjustHair;AdjustingCloth;BeingApathetic;BrushHair;Clapping;DanceSeqA;DanceSeqB;DanceSeqC;DanceSeqE;DressUndress;Drinking;FastWalk;Idle;JumpingJacks;LotionOnArms;LotionOnFace;LyingIdle;OpenHeartWalking;RollingOnFloor;RunningFingersHead;SittingArmsDown;SittingCrossedArms;SlowWalk;Streatch;StrockingChinOther;TurningSlowly;WalkingBackwards
0.005888046942687206;2.823612236755346e-07;0.0002574895547152302;9.38545585433009e-07;2.1941254748240895e-06;0.002598269622343016;8.560359626081702e-09;2.033897350706105e-08;0.0004606495032557277;0.0012498224521795267;0.2450982177589381;8.975085603419134e-07;4.132891665615814e-09;4.556161438138339e-10;1.1876947706443108e-05;0.06492278739757722;6.747719531896591e-05;3.9228548533561666e-08;6.257067286837974e-06;0.007521886161016496;7.828209385468042e-06;0.004619667381231733;4.574767652190289e-09;0.00024385585282929524;0.00594904635983911;1.3092380763621941e-09;6.743741767941647e-08




Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date
CNNLSTM;31;BrushHair;20 min;200;400;30;31-10-2020


;;STATS;FOR;BrushHair

#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss
728;705;23;96.84065934065934;0.9553978382183521;32.47037377703964

;;AVG;Precision;For;Other;Labels
AdjustHair;AdjustingCloth;BeingApathetic;BeingSad;Clapping;DanceSeqA;DanceSeqB;DanceSeqC;DanceSeqE;DressUndress;Drinking;FastWalk;Idle;JumpingJacks;LotionOnArms;LotionOnFace;LyingIdle;OpenHeartWalking;RollingOnFloor;RunningFingersHead;SittingArmsDown;SittingCrossedArms;SlowWalk;Streatch;StrockingChinOther;TurningSlowly;WalkingBackwards
0.005792480464179008;1.174088054468466e-08;6.609001743579594e-11;0.0004062138171420755;0.00018410404024027532;9.981999064127373e-06;1.7058625365510154e-11;0.00010865562895254269;0.015115277018089778;7.013033148962e-05;7.57161806110895e-05;2.0100102995248376e-11;9.48638529733083e-08;0.001708075847194475;1.323805386443277e-06;0.00021715731544445798;9.608416722831328e-11;0.006205936960503715;0.00025453161805527553;0.0004094387589145221;3.2987059910259455e-10;2.3216068472396147e-07;1.7830959445517564e-10;1.5903136870839277e-09;0.014042518785092876;3.0809889208788794e-07;5.026914359513835e-10




Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date
CNNLSTM;31;Clapping;20 min;200;400;30;31-10-2020


;;STATS;FOR;Clapping

#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss
446;179;267;40.134529147982065;0.3876881528907171;273.09108381074026

;;AVG;Precision;For;Other;Labels
AdjustHair;AdjustingCloth;BeingApathetic;BeingSad;BrushHair;DanceSeqA;DanceSeqB;DanceSeqC;DanceSeqE;DressUndress;Drinking;FastWalk;Idle;JumpingJacks;LotionOnArms;LotionOnFace;LyingIdle;OpenHeartWalking;RollingOnFloor;RunningFingersHead;SittingArmsDown;SittingCrossedArms;SlowWalk;Streatch;StrockingChinOther;TurningSlowly;WalkingBackwards
7.343769163238745e-05;8.084225697025411e-06;2.738236555845286e-06;0.0031907780093861178;0.0003190162989718868;0.0011808543665405803;4.232586988032056e-05;0.000609054677624794;0.17064201625251396;0.2744599850207164;8.231035502875214e-08;0.00022701578956847888;0.02399780410748785;0.011778850939711791;0.11840226570556392;3.8672875268649435e-06;2.472989126269684e-07;0.0011352487479701476;9.359958750158111e-07;0.0018833423753437265;5.566866580402509e-06;3.672853879850874e-08;0.0006615117061766105;3.2082757172524294e-09;4.175950188551279e-05;0.002686629960348252;0.0009584051765829896




Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date
CNNLSTM;31;DanceSeqA;20 min;200;400;30;31-10-2020


;;STATS;FOR;DanceSeqA

#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss
530;217;313;40.943396226415096;0.3831257515951934;326.9433516545476

;;AVG;Precision;For;Other;Labels
AdjustHair;AdjustingCloth;BeingApathetic;BeingSad;BrushHair;Clapping;DanceSeqB;DanceSeqC;DanceSeqE;DressUndress;Drinking;FastWalk;Idle;JumpingJacks;LotionOnArms;LotionOnFace;LyingIdle;OpenHeartWalking;RollingOnFloor;RunningFingersHead;SittingArmsDown;SittingCrossedArms;SlowWalk;Streatch;StrockingChinOther;TurningSlowly;WalkingBackwards
0.0003821473226442016;4.480969236053661e-08;0.009048528848822176;0.15155485317997927;5.996724834103416e-09;1.7999037394129665e-08;8.996835875978544e-09;5.297459771216628e-11;1.831781538016357e-05;0.00018844413440242478;0.10946019632360605;0.000451165138507638;4.741695909381961e-08;1.1700872380241828e-12;0.0004348197775503872;0.0677171910072743;0.00018429030229410258;2.306996357232623e-10;2.168103149730798e-06;0.0007590381892092731;0.24100187511049276;0.012254420555689835;1.2797365596101976e-07;0.021996736933332085;0.0008046664104381393;2.2606903894993062e-10;0.000615151396304719




Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date
CNNLSTM;31;DanceSeqB;20 min;200;400;30;31-10-2020


;;STATS;FOR;DanceSeqB

#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss
440;343;97;77.95454545454545;0.7357109181072128;116.28719603282643

;;AVG;Precision;For;Other;Labels
AdjustHair;AdjustingCloth;BeingApathetic;BeingSad;BrushHair;Clapping;DanceSeqA;DanceSeqC;DanceSeqE;DressUndress;Drinking;FastWalk;Idle;JumpingJacks;LotionOnArms;LotionOnFace;LyingIdle;OpenHeartWalking;RollingOnFloor;RunningFingersHead;SittingArmsDown;SittingCrossedArms;SlowWalk;Streatch;StrockingChinOther;TurningSlowly;WalkingBackwards
1.5696012864295417e-05;0.028763083802543863;4.352402140906386e-05;0.000606418288835417;0.0001531075541886828;5.027921890553626e-05;2.8441507558680326e-06;0.01691425821823597;0.026981127059221784;0.15536131151285107;8.782604268483105e-08;0.022945871630210047;3.643631658560052e-05;0.0001959630395463557;1.2322921213786257e-05;4.320627052831396e-07;6.161022207545112e-05;2.3216288721448712e-05;1.4863141133027987e-05;8.044176822602578e-06;4.883608751300888e-06;6.428640875569027e-08;0.010989091774607634;1.9636402264502863e-10;4.563322551798668e-05;0.0009656346906929191;9.328003689517543e-05




Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date
CNNLSTM;31;DanceSeqC;20 min;200;400;30;31-10-2020


;;STATS;FOR;DanceSeqC

#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss
1153;1072;81;92.9748482220295;0.9205872662006417;91.56288207066018

;;AVG;Precision;For;Other;Labels
AdjustHair;AdjustingCloth;BeingApathetic;BeingSad;BrushHair;Clapping;DanceSeqA;DanceSeqB;DanceSeqE;DressUndress;Drinking;FastWalk;Idle;JumpingJacks;LotionOnArms;LotionOnFace;LyingIdle;OpenHeartWalking;RollingOnFloor;RunningFingersHead;SittingArmsDown;SittingCrossedArms;SlowWalk;Streatch;StrockingChinOther;TurningSlowly;WalkingBackwards
1.0742565530100154e-05;0.0011615923486197393;1.743112802773902e-08;7.997571413035315e-05;0.014606605328897432;7.905550561788902e-05;1.013109133473522e-07;0.00037689379403660117;0.01703875652629374;0.021896325490085237;6.7271195186498065e-09;5.501743358207351e-06;2.769319931148018e-05;0.02024276660263814;3.601497145925502e-06;3.0369491848079754e-08;9.219282694462128e-08;9.383969811096999e-05;7.170220387610221e-05;4.4589627288609585e-06;2.0898889429951834e-10;3.239697215670231e-08;2.5546308348693566e-05;8.985944027543809e-13;4.383060692667121e-05;0.0036434947921944573;8.728424164841646e-08




Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date
CNNLSTM;31;DanceSeqE;20 min;200;400;30;31-10-2020


;;STATS;FOR;DanceSeqE

#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss
523;461;62;88.14531548757171;0.8408694462974785;83.22527958641876

;;AVG;Precision;For;Other;Labels
AdjustHair;AdjustingCloth;BeingApathetic;BeingSad;BrushHair;Clapping;DanceSeqA;DanceSeqB;DanceSeqC;DressUndress;Drinking;FastWalk;Idle;JumpingJacks;LotionOnArms;LotionOnFace;LyingIdle;OpenHeartWalking;RollingOnFloor;RunningFingersHead;SittingArmsDown;SittingCrossedArms;SlowWalk;Streatch;StrockingChinOther;TurningSlowly;WalkingBackwards
0.0014266602287764183;1.873916258165615e-05;4.2355933154518325e-07;0.002368111840500334;0.0038729297008385176;0.009769981297851907;3.217398935826014e-05;1.0476620444872712e-05;0.016452915898265377;0.11207268787727132;1.2416540918121703e-06;1.655314540194135e-05;0.0008860022726954876;0.005231438930535917;0.0005946790109038394;7.422284457298975e-06;1.1456744250119185e-07;0.003098377779015764;1.6236992890093458e-05;0.000738559338732389;1.1289486560897539e-07;5.608603123791944e-08;5.292737690570384e-05;4.647119755237889e-10;0.0009443212805610292;0.0015062150501261686;1.1212068650107197e-05




Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date
CNNLSTM;31;DressUndress;20 min;200;400;30;31-10-2020


;;STATS;FOR;DressUndress

#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss
460;436;24;94.78260869565217;0.9044434295375338;43.956022412734455

;;AVG;Precision;For;Other;Labels
AdjustHair;AdjustingCloth;BeingApathetic;BeingSad;BrushHair;Clapping;DanceSeqA;DanceSeqB;DanceSeqC;DanceSeqE;Drinking;FastWalk;Idle;JumpingJacks;LotionOnArms;LotionOnFace;LyingIdle;OpenHeartWalking;RollingOnFloor;RunningFingersHead;SittingArmsDown;SittingCrossedArms;SlowWalk;Streatch;StrockingChinOther;TurningSlowly;WalkingBackwards
8.869491944151477e-06;0.00039813475137149244;2.0518954921383953e-05;0.009186459388737077;7.282357410793692e-05;8.442916622396358e-05;1.6652550121062804e-05;0.0009794313985276035;0.002355621620774973;0.050039381225265654;1.3222837685247802e-07;0.0009746260718160725;0.022479975005174548;8.570556222504978e-05;0.0005579541582926912;5.542954559296544e-07;8.600398140944313e-06;7.631758942391151e-06;1.6675923161943145e-05;4.33660019958606e-06;1.954806796665209e-06;3.894222313609719e-07;0.0032718296642661186;2.8791820751397743e-09;7.112588086332089e-05;0.004239760426128708;0.0006730246839266407




Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date
CNNLSTM;31;Drinking;20 min;200;400;30;31-10-2020


;;STATS;FOR;Drinking

#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss
485;403;82;83.09278350515464;0.795359901569246;99.25044773891568

;;AVG;Precision;For;Other;Labels
AdjustHair;AdjustingCloth;BeingApathetic;BeingSad;BrushHair;Clapping;DanceSeqA;DanceSeqB;DanceSeqC;DanceSeqE;DressUndress;FastWalk;Idle;JumpingJacks;LotionOnArms;LotionOnFace;LyingIdle;OpenHeartWalking;RollingOnFloor;RunningFingersHead;SittingArmsDown;SittingCrossedArms;SlowWalk;Streatch;StrockingChinOther;TurningSlowly;WalkingBackwards
0.0007687561403145083;6.581574585929068e-18;3.983091889170578e-11;0.0002519140574185792;2.6931537593490706e-12;6.489336627074266e-13;1.0663179239390614e-05;5.376099947170413e-22;3.072764646289745e-20;5.031893995585307e-10;1.619914462736422e-12;2.5549865006276326e-16;4.105519811325401e-17;3.386753862778673e-19;3.265240548075559e-11;0.2031018421985209;4.928113154155204e-11;2.351133527138796e-12;3.4143316839610054e-11;2.1695990887003876e-05;2.321626707495599e-10;0.00018811444505094265;1.4480926090628077e-19;7.719159153383743e-05;0.00021992160778830619;3.8921949894048224e-20;4.626281753046791e-15




Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date
CNNLSTM;31;FastWalk;20 min;200;400;30;31-10-2020


;;STATS;FOR;FastWalk

#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss
445;344;101;77.30337078651685;0.7341668985025392;118.29573016637005

;;AVG;Precision;For;Other;Labels
AdjustHair;AdjustingCloth;BeingApathetic;BeingSad;BrushHair;Clapping;DanceSeqA;DanceSeqB;DanceSeqC;DanceSeqE;DressUndress;Drinking;Idle;JumpingJacks;LotionOnArms;LotionOnFace;LyingIdle;OpenHeartWalking;RollingOnFloor;RunningFingersHead;SittingArmsDown;SittingCrossedArms;SlowWalk;Streatch;StrockingChinOther;TurningSlowly;WalkingBackwards
1.0701112383220236e-08;4.1327525961185945e-07;0.002435119583251842;0.0006719341636826818;2.414856835405911e-10;3.4540915512368325e-07;0.0014268047683185742;0.001146158954421279;5.109176644784036e-08;0.00016339320041324209;0.010061948826077742;3.9151471444784036e-09;0.00020564013740123315;1.7069809829036972e-09;0.0009946514492949526;7.571796235682712e-07;1.884321338505632e-07;3.136792452817552e-11;3.789894421701209e-11;2.1146116146248e-06;0.01491759897337258;2.8380278726327084e-10;0.011992370806964052;2.0357937945009983e-07;7.1169379633888225e-09;7.642429039838576e-06;0.22180576501858912




Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date
CNNLSTM;31;Idle;20 min;200;400;30;31-10-2020


;;STATS;FOR;Idle

#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss
446;384;62;86.09865470852019;0.847645037030726;67.9503134842962

;;AVG;Precision;For;Other;Labels
AdjustHair;AdjustingCloth;BeingApathetic;BeingSad;BrushHair;Clapping;DanceSeqA;DanceSeqB;DanceSeqC;DanceSeqE;DressUndress;Drinking;FastWalk;JumpingJacks;LotionOnArms;LotionOnFace;LyingIdle;OpenHeartWalking;RollingOnFloor;RunningFingersHead;SittingArmsDown;SittingCrossedArms;SlowWalk;Streatch;StrockingChinOther;TurningSlowly;WalkingBackwards
4.4392521212638555e-13;1.242152728455823e-09;6.7917176586018854e-12;9.213420688110599e-10;7.516879757603892e-09;0.000509160353157691;1.3286180608413799e-08;1.3173963013242423e-05;0.0003385631394943358;0.0002397175574458033;0.0031541431686013;1.1328984519933025e-17;2.2530968313679666e-05;0.0010029997709816297;0.00272907860061651;7.469428504045431e-15;1.0680646359311263e-14;7.264547928336224e-09;1.9896061665099956e-13;7.333696671250166e-10;4.4124035904638984e-09;1.1275652000696676e-17;0.017751761520675053;1.5805122504048013e-17;5.106304150500345e-13;0.12261714409168124;0.003976655108052728




Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date
CNNLSTM;31;JumpingJacks;20 min;200;400;30;31-10-2020


;;STATS;FOR;JumpingJacks

#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss
450;404;46;89.77777777777777;0.877662890009333;55.05169949580016

;;AVG;Precision;For;Other;Labels
AdjustHair;AdjustingCloth;BeingApathetic;BeingSad;BrushHair;Clapping;DanceSeqA;DanceSeqB;DanceSeqC;DanceSeqE;DressUndress;Drinking;FastWalk;Idle;LotionOnArms;LotionOnFace;LyingIdle;OpenHeartWalking;RollingOnFloor;RunningFingersHead;SittingArmsDown;SittingCrossedArms;SlowWalk;Streatch;StrockingChinOther;TurningSlowly;WalkingBackwards
1.0311554981378824e-05;8.958116473107408e-08;1.564010893201071e-07;0.0001244436167531683;0.002946044806353918;0.0005981547997136735;5.349842625886287e-05;2.743558023486554e-06;0.002619867763317719;0.05942308436231947;0.028844977902544745;7.557134788596456e-09;0.0002993348845831807;0.005792651030468631;0.00033883149272078756;8.066532097802229e-08;7.127068008666175e-10;0.002049717184184289;1.4292008783419803e-07;5.842670908235345e-06;3.254063957438064e-05;7.00102324838903e-10;0.000721657896019118;2.623371943121976e-10;2.9138925344550318e-05;0.015988735405876975;0.0024550721274229003




Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date
CNNLSTM;31;LotionOnArms;20 min;200;400;30;31-10-2020


;;STATS;FOR;LotionOnArms

#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss
440;398;42;90.45454545454545;0.8713019118813629;56.627158772200346

;;AVG;Precision;For;Other;Labels
AdjustHair;AdjustingCloth;BeingApathetic;BeingSad;BrushHair;Clapping;DanceSeqA;DanceSeqB;DanceSeqC;DanceSeqE;DressUndress;Drinking;FastWalk;Idle;JumpingJacks;LotionOnFace;LyingIdle;OpenHeartWalking;RollingOnFloor;RunningFingersHead;SittingArmsDown;SittingCrossedArms;SlowWalk;Streatch;StrockingChinOther;TurningSlowly;WalkingBackwards
1.1408377971797293e-05;8.82427368613704e-09;1.0908968585898812e-07;0.00048278443291966495;1.4765757855577343e-07;0.060988259432650176;0.003837940271340378;3.578429409381581e-07;1.2759201051248873e-06;0.014680916456146323;0.019510164178948113;3.693623869020344e-08;2.288769713471961e-05;0.021983742009086364;2.224559061101839e-06;9.853100101385284e-06;5.741659364049111e-10;1.0326045492212166e-06;1.101063452561398e-09;0.003332871348039713;5.386694719346386e-06;4.2214987510598215e-10;0.00010964334938972137;1.4210550571803077e-09;7.962990566456292e-07;5.418384345226618e-05;0.003662070847960211




Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date
CNNLSTM;31;LotionOnFace;20 min;200;400;30;31-10-2020


;;STATS;FOR;LotionOnFace

#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss
